id,state,district,village,crop_recommended,N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,temperature,humidity,rainfall,latitude,longitude,soil_type,season,year
SHC000780,Andhra Pradesh,Visakhapatnam,Village_780,banana,181.9,43.99,403.97,6.26,0.11,1.6,17.27,1.66,13.7,1.78,10.09,1.63,26.0,79.7,1145.6,32.8769,84.2401,Laterite,Rabi,2024
SHC000781,Punjab,Ludhiana,Village_781,wheat,156.9,38.08,46.44,8.68,0.74,0.89,18.43,1.24,5.06,0.83,5.39,0.72,24.9,61.6,634.0,26.7143,79.5974,Alluvial,Zaid,2023
SHC000782,Punjab,Amritsar,Village_782,wheat,159.39,16.23,80.32,7.52,0.47,0.5,16.2,0.66,2.92,0.8,3.16,0.58,21.8,48.1,617.1,15.7327,70.5547,Alluvial,Rabi,2023
SHC000783,Punjab,Patiala,Village_783,lentil,117.85,24.96,36.49,9.0,0.42,1.16,11.38,1.0,5.6,0.31,2.69,0.23,23.5,63.3,448.6,27.8984,94.0095,Black,Kharif,2024
SHC000784,Haryana,Karnal,Village_784,rice,216.71,54.94,158.64,5.83,0.21,1.18,24.34,0.94,6.74,0.95,2.27,0.82,16.8,62.2,1047.1,28.2822,72.3606,Black,Rabi,2023
SHC000785,Haryana,Ambala,Village_785,groundnut,49.39,30.06,40.74,4.5,0.33,0.82,16.14,1.47,3.05,1.31,0.96,0.75,18.7,61.8,417.4,12.797,93.41,Red,Rabi,2023
SHC000786,Haryana,Kurukshetra,Village_786,maize,70.7,60.22,54.92,6.79,0.1,0.7,20.23,1.71,10.66,1.52,5.16,0.99,20.7,62.3,647.1,19.9679,78.7019,Black,Zaid,2022
SHC000787,Uttar Pradesh,Meerut,Village_787,rice,112.86,10.0,137.73,7.19,0.51,1.31,10.59,1.34,5.89,0.7,5.12,0.76,18.1,76.0,985.1,24.828,80.761,Black,Rabi,2022
SHC000788,Uttar Pradesh,Agra,Village_788,lentil,48.34,20.56,33.18,7.43,0.13,0.81,15.22,0.81,5.15,0.35,2.47,0.42,15.5,58.8,378.0,8.8719,80.9308,Alluvial,Kharif,2022
SHC000789,Uttar Pradesh,Muzaffarnagar,Village_789,wheat,133.6,23.92,39.52,5.23,0.17,0.45,3.93,0.82,3.66,0.93,0.95,0.37,23.3,33.9,432.7,25.0505,79.1767,Black,Kharif,2023
SHC000790,Maharashtra,Pune,Village_790,mustard,89.6,22.43,64.3,8.61,0.89,1.25,12.35,1.29,8.54,0.39,2.48,0.9,25.1,62.5,635.4,32.9792,84.0045,Red,Rabi,2023
SHC000791,Maharashtra,Nagpur,Village_791,groundnut,10.0,47.73,47.26,5.57,0.14,0.85,17.1,0.46,9.27,0.74,4.03,1.08,24.6,55.2,931.6,9.8709,89.6094,Red,Rabi,2024
SHC000792,Maharashtra,Aurangabad,Village_792,chickpea,95.11,29.36,60.79,8.26,0.28,1.2,11.71,1.16,3.47,0.8,1.48,0.3,30.0,56.4,455.8,9.3646,92.8951,Laterite,Kharif,2024
SHC000793,Gujarat,Ahmedabad,Village_793,mustard,105.51,26.9,68.47,6.81,0.34,1.02,13.54,0.4,7.87,0.97,4.84,0.68,17.0,73.3,552.0,9.4304,70.2733,Black,Rabi,2024
SHC000794,Gujarat,Vadodara,Village_794,wheat,189.15,43.4,69.24,5.95,0.32,0.77,8.83,0.81,7.84,1.55,3.3,0.33,19.1,61.8,757.3,27.6866,86.4452,Red,Zaid,2024
SHC000795,Gujarat,Rajkot,Village_795,cotton,57.89,50.57,41.08,6.69,0.63,0.44,12.31,1.09,8.92,0.57,2.8,0.74,24.7,47.2,1089.7,14.5504,83.5115,Black,Zaid,2024
SHC000796,Rajasthan,Jaipur,Village_796,groundnut,69.3,46.63,95.43,8.31,0.15,1.08,25.0,1.42,9.43,1.55,6.67,0.57,34.9,95.0,863.5,22.5058,68.5388,Alluvial,Rabi,2022
SHC000797,Rajasthan,Jodhpur,Village_797,groundnut,73.42,34.65,78.79,5.85,0.49,1.34,17.09,1.41,4.28,1.26,4.32,0.49,31.2,60.1,458.8,12.9092,85.4363,Red,Rabi,2022
SHC000798,Rajasthan,Udaipur,Village_798,maize,177.87,45.99,51.86,4.76,0.41,0.43,22.49,0.1,7.13,1.24,2.41,1.01,24.6,25.0,497.3,21.4301,80.6737,Alluvial,Zaid,2022
SHC000799,West Bengal,Kolkata,Village_799,cotton,68.77,66.98,18.07,6.52,0.1,0.96,13.33,1.0,5.6,0.71,2.58,0.55,26.3,48.9,690.7,13.7252,83.1247,Red,Rabi,2022
SHC000800,West Bengal,Darjeeling,Village_800,sugarcane,266.42,51.14,226.28,6.58,0.1,1.5,25.0,1.87,14.44,1.99,5.44,1.31,27.2,84.1,912.1,26.5133,94.2454,Red,Kharif,2022
SHC000801,Tamil Nadu,Chennai,Village_801,chickpea,80.75,22.25,23.05,8.29,0.12,0.75,7.15,1.93,4.22,0.38,2.48,0.51,23.6,46.8,444.1,9.9372,82.1001,Red,Rabi,2022
SHC000802,Tamil Nadu,Coimbatore,Village_802,cotton,86.12,46.56,63.68,7.67,0.77,0.28,10.42,0.56,5.74,0.52,3.1,0.77,21.8,55.0,690.5,32.1447,87.7321,Black,Rabi,2024
SHC000803,Karnataka,Bangalore,Village_803,banana,81.4,42.83,275.96,5.63,0.33,0.65,25.0,1.7,10.11,0.18,4.39,1.55,21.7,61.1,1625.7,17.6398,90.0271,Black,Zaid,2022
SHC000804,Karnataka,Mysore,Village_804,rice,195.59,52.9,123.65,6.17,0.53,1.22,25.0,1.55,1.68,1.48,6.29,0.66,26.2,66.1,615.5,15.037,73.0062,Black,Zaid,2023
SHC000805,Andhra Pradesh,Hyderabad,Village_805,sugarcane,153.79,70.87,174.08,6.79,1.09,1.3,17.8,1.75,10.91,0.99,6.37,0.4,21.7,68.4,1085.0,11.5225,69.8045,Red,Rabi,2023
SHC000806,Andhra Pradesh,Visakhapatnam,Village_806,maize,171.73,64.77,71.2,6.03,0.62,0.93,25.0,1.04,8.04,0.83,2.96,1.48,27.2,66.7,551.5,33.7261,75.6007,Red,Kharif,2023
SHC000807,Punjab,Ludhiana,Village_807,banana,202.01,30.8,263.68,5.59,0.58,0.96,6.62,1.72,10.63,0.96,10.9,0.73,22.3,64.3,1386.8,26.9641,71.924,Black,Kharif,2024
SHC000808,Punjab,Amritsar,Village_808,banana,145.7,46.63,379.04,8.61,0.8,2.1,17.2,1.91,13.13,1.61,3.72,0.96,28.4,86.0,2197.1,31.463,90.1355,Red,Rabi,2022
SHC000809,Punjab,Patiala,Village_809,rice,205.88,21.96,116.51,6.82,0.73,1.35,5.2,0.76,10.97,1.24,4.61,0.69,21.9,75.3,1065.4,10.8471,82.9375,Red,Kharif,2023
SHC000810,Haryana,Karnal,Village_810,rice,226.41,33.16,92.45,5.1,0.11,1.08,23.57,1.24,9.11,0.69,2.28,0.45,19.0,78.6,1804.1,18.4065,72.3236,Laterite,Rabi,2022
SHC000811,Haryana,Ambala,Village_811,wheat,82.3,35.96,49.39,6.91,0.56,1.0,17.49,0.6,4.56,0.8,3.02,0.41,18.2,72.2,700.7,16.2304,86.8933,Red,Rabi,2024
SHC000812,Haryana,Kurukshetra,Village_812,sugarcane,231.49,61.07,269.89,7.78,0.99,0.82,23.94,1.45,19.25,0.89,9.61,1.16,24.4,87.9,1751.8,21.3198,72.7919,Laterite,Kharif,2022
SHC000813,Uttar Pradesh,Meerut,Village_813,maize,115.12,60.68,43.09,6.56,0.6,0.97,25.0,1.5,12.59,1.48,7.64,0.64,18.0,85.7,737.2,13.2081,94.2674,Red,Zaid,2023
SHC000814,Uttar Pradesh,Agra,Village_814,sugarcane,257.58,89.76,192.11,7.21,1.39,1.23,25.0,1.91,8.06,1.5,7.32,1.53,27.4,89.1,670.5,22.2639,85.8634,Laterite,Kharif,2022
SHC000815,Uttar Pradesh,Muzaffarnagar,Village_815,groundnut,45.71,10.0,64.94,5.53,0.51,0.88,20.15,1.13,7.07,0.59,2.68,0.56,23.3,62.4,547.8,34.2785,93.0033,Laterite,Zaid,2024
SHC000816,Maharashtra,Pune,Village_816,maize,124.33,67.35,68.8,6.33,0.78,0.84,25.0,2.55,13.69,0.96,1.51,1.14,19.8,60.0,878.4,34.3974,69.6596,Red,Zaid,2024
SHC000817,Maharashtra,Nagpur,Village_817,groundnut,33.48,22.34,68.02,5.21,0.1,0.79,10.88,0.7,6.8,0.63,5.27,1.0,25.9,52.0,495.6,29.5217,95.639,Red,Zaid,2024
SHC000818,Maharashtra,Aurangabad,Village_818,sugarcane,204.92,51.92,174.42,5.93,1.08,0.7,25.0,1.24,4.72,1.03,6.94,0.81,27.1,68.4,1042.4,24.7893,91.7015,Laterite,Kharif,2023
SHC000819,Gujarat,Ahmedabad,Village_819,groundnut,27.39,22.05,67.64,4.94,0.1,0.51,16.94,1.08,8.37,0.86,1.62,0.53,24.0,48.0,471.1,15.8901,83.3875,Red,Rabi,2022
SHC000820,Gujarat,Vadodara,Village_820,maize,203.88,89.16,71.73,7.46,0.14,1.24,25.0,1.84,13.83,1.81,6.04,1.22,34.5,80.8,641.5,17.5598,81.4625,Black,Zaid,2024
SHC000821,Gujarat,Rajkot,Village_821,groundnut,45.89,25.96,98.86,5.64,0.45,1.22,13.75,0.92,6.48,0.53,4.73,0.98,28.2,80.9,760.8,12.2301,88.5532,Laterite,Zaid,2023
SHC000822,Rajasthan,Jaipur,Village_822,rice,270.88,62.62,127.96,7.29,0.46,0.94,25.0,1.54,5.17,1.0,6.21,0.7,25.2,88.5,1580.8,8.0973,90.6688,Red,Zaid,2024
SHC000823,Rajasthan,Jodhpur,Village_823,maize,183.88,19.95,60.33,7.44,0.63,0.79,14.15,1.13,7.98,0.63,5.49,1.16,23.6,89.5,585.6,23.2231,73.9375,Laterite,Rabi,2023
SHC000824,Rajasthan,Udaipur,Village_824,rice,260.14,42.51,121.17,5.75,0.42,0.58,24.18,1.5,6.88,1.1,2.62,0.42,23.0,81.9,1177.4,29.1035,71.8312,Red,Zaid,2023
SHC000825,West Bengal,Kolkata,Village_825,banana,189.89,35.94,276.08,7.35,1.21,0.79,25.0,1.93,19.62,1.08,2.7,1.79,24.1,78.1,1404.5,32.849,84.6725,Alluvial,Zaid,2022
SHC000826,West Bengal,Darjeeling,Village_826,cotton,105.02,35.07,42.67,7.83,0.85,0.74,9.08,1.28,4.82,0.47,3.09,0.3,26.4,69.0,456.7,16.9134,87.046,Black,Kharif,2023
SHC000827,Tamil Nadu,Chennai,Village_827,chickpea,73.55,30.66,52.67,6.97,0.52,1.14,10.2,1.04,3.11,0.5,1.86,0.52,26.8,48.9,553.4,16.0064,92.1833,Black,Zaid,2024
SHC000828,Tamil Nadu,Coimbatore,Village_828,wheat,185.9,44.49,45.76,7.21,0.18,0.96,15.09,1.4,8.28,1.23,4.46,0.63,15.4,44.2,182.6,22.1372,71.7235,Alluvial,Kharif,2022
SHC000829,Karnataka,Bangalore,Village_829,banana,280.16,63.31,335.6,7.06,1.05,1.94,25.0,1.46,20.18,1.03,4.98,1.44,23.3,82.0,1913.5,33.0325,92.7644,Black,Zaid,2022
SHC000830,Karnataka,Mysore,Village_830,mustard,106.95,32.99,39.78,7.15,0.47,0.96,15.52,1.47,3.61,0.61,3.53,0.6,16.1,45.8,415.6,31.5953,89.7303,Alluvial,Rabi,2024
SHC000831,Andhra Pradesh,Hyderabad,Village_831,banana,146.83,59.57,320.93,8.02,1.04,2.44,16.83,2.15,9.52,2.25,8.54,1.12,30.1,95.0,2380.0,9.6921,95.9774,Alluvial,Zaid,2023
SHC000832,Andhra Pradesh,Visakhapatnam,Village_832,mustard,112.51,17.14,60.09,5.46,0.43,0.51,7.93,0.98,3.14,0.34,3.81,0.54,10.0,57.5,326.5,19.9179,76.4868,Alluvial,Zaid,2022
SHC000833,Punjab,Ludhiana,Village_833,rice,291.68,79.95,140.21,6.08,0.1,0.51,23.09,1.18,9.26,0.68,4.45,0.1,22.0,79.7,1709.0,13.1989,90.3566,Black,Rabi,2022
SHC000834,Punjab,Amritsar,Village_834,rice,154.15,29.92,17.3,4.5,0.66,1.27,9.36,1.19,9.54,0.8,0.1,0.71,23.8,50.5,883.8,15.9312,96.3719,Black,Zaid,2024
SHC000835,Punjab,Patiala,Village_835,mustard,58.2,18.7,37.57,4.71,0.34,0.88,9.21,0.89,5.15,0.1,1.59,0.68,10.8,41.3,484.3,30.4354,69.6804,Alluvial,Kharif,2023
SHC000836,Haryana,Karnal,Village_836,rice,167.67,45.86,180.11,4.5,0.84,1.0,8.86,0.8,7.25,0.14,3.07,0.8,16.3,45.2,1019.6,16.37,96.033,Alluvial,Zaid,2024
SHC000837,Haryana,Ambala,Village_837,chickpea,69.3,26.74,45.09,7.86,0.39,0.48,8.01,0.84,2.96,0.2,1.35,0.28,18.0,75.3,431.5,25.835,84.8808,Laterite,Kharif,2023
SHC000838,Haryana,Kurukshetra,Village_838,groundnut,61.73,39.0,77.0,5.24,0.7,1.28,10.52,1.22,8.43,0.9,5.16,1.05,27.4,67.8,1024.8,22.3388,94.1149,Black,Kharif,2022
SHC000839,Uttar Pradesh,Meerut,Village_839,wheat,136.89,37.5,66.47,5.63,0.38,0.8,19.49,0.57,8.88,0.1,1.7,0.64,21.2,82.7,638.7,8.3449,89.0522,Black,Kharif,2022
SHC000840,Uttar Pradesh,Agra,Village_840,wheat,136.95,44.52,96.0,7.92,0.51,0.98,15.47,0.85,3.84,0.45,1.63,0.75,18.4,49.1,194.6,18.2799,71.4995,Alluvial,Zaid,2022
SHC000841,Uttar Pradesh,Muzaffarnagar,Village_841,cotton,56.49,62.29,43.19,7.05,0.88,0.6,12.91,0.51,6.12,0.54,1.17,0.41,30.3,57.2,700.9,28.8825,71.0041,Red,Kharif,2024
SHC000842,Maharashtra,Pune,Village_842,mustard,90.06,39.11,38.56,7.51,0.24,1.05,25.0,1.09,2.44,0.62,5.17,0.56,23.3,55.4,407.3,26.6216,81.8918,Laterite,Kharif,2024
SHC000843,Maharashtra,Nagpur,Village_843,wheat,239.46,44.27,97.09,7.2,0.53,0.96,13.17,1.4,3.79,0.67,4.81,0.57,22.0,73.4,645.6,34.921,95.6715,Laterite,Zaid,2022
SHC000844,Maharashtra,Aurangabad,Village_844,wheat,160.73,27.65,53.14,6.52,0.42,0.86,3.16,1.31,5.82,0.46,3.95,0.18,13.7,91.9,629.3,23.2108,70.014,Alluvial,Rabi,2024
SHC000845,Gujarat,Ahmedabad,Village_845,maize,230.19,69.63,65.69,7.25,1.12,1.63,25.0,1.8,12.68,1.39,7.74,1.1,26.1,84.3,757.2,14.5918,91.6112,Black,Rabi,2024
SHC000846,Gujarat,Vadodara,Village_846,groundnut,63.75,30.9,65.5,6.25,0.45,0.56,25.0,0.79,9.59,1.17,0.1,0.87,32.9,64.3,515.3,33.858,79.1625,Laterite,Rabi,2022
SHC000847,Gujarat,Rajkot,Village_847,maize,206.96,85.85,90.75,7.09,1.26,1.78,25.0,1.48,15.33,1.59,7.07,1.37,34.9,88.3,699.9,15.8009,96.2846,Alluvial,Rabi,2022
SHC000848,Rajasthan,Jaipur,Village_848,chickpea,68.15,17.66,44.07,6.68,0.26,0.61,9.25,0.78,4.56,0.48,2.7,0.32,23.7,41.7,578.3,11.8171,88.9737,Alluvial,Rabi,2023
SHC000849,Rajasthan,Jodhpur,Village_849,wheat,156.9,45.15,87.95,8.24,0.87,1.07,25.0,1.18,7.1,0.81,3.9,0.65,22.1,43.5,1013.2,20.9909,90.8798,Black,Kharif,2022
SHC000850,Rajasthan,Udaipur,Village_850,rice,220.84,40.95,141.15,7.85,0.66,1.45,17.75,1.04,11.09,0.29,1.01,1.26,26.5,91.9,1553.9,34.2698,69.4636,Alluvial,Zaid,2024
SHC000851,West Bengal,Kolkata,Village_851,groundnut,94.17,24.66,113.19,6.32,0.65,1.06,16.72,1.2,5.26,1.21,3.64,1.2,35.5,95.0,1014.9,18.4343,89.845,Red,Kharif,2023
SHC000852,West Bengal,Darjeeling,Village_852,rice,266.03,52.42,143.22,7.96,0.69,0.69,25.0,1.26,8.97,1.37,4.67,1.25,24.9,95.0,1644.3,25.035,70.8163,Alluvial,Kharif,2022
SHC000853,Tamil Nadu,Chennai,Village_853,sugarcane,260.24,109.84,198.93,8.68,0.92,2.23,25.0,3.0,12.19,1.58,8.95,1.41,33.5,90.4,2363.8,9.5789,80.1395,Black,Zaid,2023
SHC000854,Tamil Nadu,Coimbatore,Village_854,banana,252.02,80.52,417.09,6.98,0.44,1.36,25.0,1.17,16.6,1.62,3.57,1.82,27.8,83.2,1753.0,21.1293,76.0094,Black,Rabi,2024
SHC000855,Karnataka,Bangalore,Village_855,wheat,199.5,27.0,52.35,7.13,0.42,0.87,16.14,0.67,9.23,1.07,4.36,0.49,21.7,63.0,825.6,14.0419,83.5188,Black,Rabi,2022
SHC000856,Karnataka,Mysore,Village_856,banana,218.01,30.87,272.52,4.5,0.88,0.7,18.23,1.56,17.19,1.08,8.3,1.19,20.7,68.4,1383.3,19.1287,76.909,Alluvial,Zaid,2023
SHC000857,Andhra Pradesh,Hyderabad,Village_857,rice,156.82,32.6,137.73,6.0,0.62,0.95,11.76,0.5,15.79,0.55,3.22,0.96,26.8,80.2,1067.2,8.5843,85.2264,Black,Kharif,2023
SHC000858,Andhra Pradesh,Visakhapatnam,Village_858,sugarcane,214.31,58.06,114.1,5.85,0.78,1.22,14.74,1.23,4.01,1.12,5.92,0.48,20.7,63.6,1423.7,23.4006,81.1419,Laterite,Rabi,2022
SHC000859,Punjab,Ludhiana,Village_859,wheat,135.87,40.58,90.02,7.68,0.3,0.93,22.01,1.39,5.48,1.16,2.76,0.4,22.5,88.8,851.2,33.4079,73.2453,Laterite,Rabi,2023
SHC000860,Punjab,Amritsar,Village_860,maize,179.94,66.03,103.08,6.77,0.39,1.06,25.0,1.49,12.27,1.64,6.97,0.65,25.1,70.9,877.5,11.2044,88.3093,Black,Rabi,2023
SHC000861,Punjab,Patiala,Village_861,rice,198.38,30.24,183.08,5.49,0.89,1.15,25.0,1.54,10.56,0.88,2.53,0.66,29.6,57.3,600.1,28.2318,88.7289,Red,Zaid,2022
SHC000862,Haryana,Karnal,Village_862,cotton,113.61,61.52,62.05,9.0,1.16,0.93,14.98,1.38,7.24,0.6,2.5,0.45,34.9,61.9,680.3,17.6832,95.9916,Laterite,Kharif,2024
SHC000863,Haryana,Ambala,Village_863,mustard,103.11,33.64,42.9,5.99,0.2,0.94,10.11,0.67,7.32,0.54,1.8,0.34,21.6,63.9,402.1,9.0601,84.4253,Black,Rabi,2023
SHC000864,Haryana,Kurukshetra,Village_864,banana,208.57,40.25,263.85,6.14,1.16,0.84,25.0,1.15,10.19,0.5,6.35,2.26,26.5,79.0,2105.1,22.276,92.3637,Red,Rabi,2022
SHC000865,Uttar Pradesh,Meerut,Village_865,wheat,231.54,36.66,69.93,7.87,0.56,1.25,20.13,1.41,8.34,0.46,3.58,0.66,23.4,59.7,893.7,8.6039,86.4919,Alluvial,Rabi,2024
SHC000866,Uttar Pradesh,Agra,Village_866,lentil,70.73,17.26,37.6,5.88,0.34,0.84,8.35,0.88,3.58,0.58,1.29,0.44,20.6,59.1,235.5,24.4006,72.6459,Black,Zaid,2022
SHC000867,Uttar Pradesh,Muzaffarnagar,Village_867,wheat,162.83,33.38,69.08,7.43,0.12,0.58,16.63,0.49,4.79,1.09,2.89,0.33,20.8,53.9,459.5,16.112,94.2355,Alluvial,Rabi,2024
SHC000868,Maharashtra,Pune,Village_868,wheat,246.69,21.32,73.33,6.46,0.33,0.62,21.9,1.01,2.95,0.99,2.66,0.84,20.0,49.6,491.6,30.9341,74.1748,Laterite,Rabi,2022
SHC000869,Maharashtra,Nagpur,Village_869,mustard,121.83,35.84,44.77,8.0,1.08,1.25,20.19,0.74,9.37,1.04,4.77,0.54,20.0,63.1,351.6,13.3619,92.3187,Alluvial,Kharif,2023
SHC000870,Maharashtra,Aurangabad,Village_870,groundnut,51.35,38.47,93.94,5.07,0.69,0.87,11.4,1.02,15.45,0.88,3.51,0.74,27.6,63.7,821.5,24.2662,92.6682,Red,Kharif,2024
SHC000871,Gujarat,Ahmedabad,Village_871,mustard,54.52,57.82,77.17,8.33,0.62,0.52,18.91,1.21,4.38,0.95,4.84,0.79,22.9,82.0,501.3,21.7044,90.6081,Red,Kharif,2022
SHC000872,Gujarat,Vadodara,Village_872,maize,210.33,54.02,40.73,6.18,0.49,1.46,21.48,2.06,7.99,1.11,3.14,1.43,31.3,63.4,427.9,31.3093,73.0518,Red,Rabi,2023
SHC000873,Gujarat,Rajkot,Village_873,sugarcane,223.34,49.99,252.32,8.76,1.39,1.75,25.0,2.08,16.32,1.61,5.57,1.53,34.1,95.0,1286.2,31.5342,83.8108,Black,Zaid,2023
SHC000874,Rajasthan,Jaipur,Village_874,lentil,83.91,12.45,19.38,7.19,0.32,0.67,12.32,0.78,0.87,0.25,2.83,0.3,17.8,65.4,301.4,25.9656,76.6168,Alluvial,Rabi,2022
SHC000875,Rajasthan,Jodhpur,Village_875,groundnut,85.08,42.49,105.6,7.77,0.38,1.29,20.1,1.39,8.63,1.34,4.92,1.08,33.5,71.2,964.7,10.2243,87.4485,Laterite,Kharif,2023
SHC000876,Rajasthan,Udaipur,Village_876,groundnut,60.95,28.65,59.23,5.81,0.43,0.78,25.0,0.51,9.23,1.04,5.83,0.51,30.1,73.8,836.6,15.222,74.7674,Alluvial,Kharif,2023
SHC000877,West Bengal,Kolkata,Village_877,mustard,102.04,28.53,33.83,4.5,0.1,0.97,12.6,0.86,3.15,0.19,3.36,0.49,18.0,48.1,331.6,28.9175,89.8155,Alluvial,Kharif,2022
SHC000878,West Bengal,Darjeeling,Village_878,lentil,80.7,22.67,34.68,6.75,0.32,0.85,8.38,1.19,3.34,0.43,2.03,0.39,17.9,55.6,229.1,34.3353,90.218,Red,Kharif,2023
SHC000879,Tamil Nadu,Chennai,Village_879,rice,226.98,65.22,227.03,5.76,0.4,0.98,25.0,1.13,7.18,1.43,4.07,0.75,20.6,85.3,1274.1,23.5613,78.1812,Black,Rabi,2024
SHC000880,Tamil Nadu,Coimbatore,Village_880,rice,239.41,54.52,174.84,7.66,0.1,1.54,10.3,1.2,13.77,0.31,4.67,0.88,29.9,93.6,1444.5,22.1226,73.2904,Black,Kharif,2024
SHC000881,Karnataka,Bangalore,Village_881,cotton,108.66,30.04,50.21,7.33,1.54,0.62,15.6,0.62,5.57,0.52,1.88,0.1,28.8,72.5,422.4,14.4605,92.0786,Laterite,Rabi,2022
SHC000882,Karnataka,Mysore,Village_882,wheat,132.81,23.97,45.86,5.36,0.31,0.89,21.84,0.86,3.11,0.48,2.22,0.27,11.3,79.5,540.5,28.2245,75.1312,Alluvial,Rabi,2024
SHC000883,Andhra Pradesh,Hyderabad,Village_883,rice,298.31,57.2,158.21,5.57,0.89,1.03,14.81,0.9,9.99,1.38,4.95,1.0,23.5,69.6,1244.6,21.1616,71.2207,Red,Kharif,2023
SHC000884,Andhra Pradesh,Visakhapatnam,Village_884,maize,176.72,47.64,56.41,6.91,0.66,0.93,10.02,1.03,4.74,1.46,3.41,1.2,27.2,79.3,542.8,25.2172,95.7796,Black,Zaid,2024
SHC000885,Punjab,Ludhiana,Village_885,rice,238.98,41.87,109.92,6.29,1.08,0.76,25.0,1.41,9.21,1.36,3.58,0.85,25.5,66.4,1337.6,20.0352,88.1698,Laterite,Rabi,2022
SHC000886,Punjab,Amritsar,Village_886,wheat,129.13,36.25,84.52,6.58,0.1,0.7,14.38,0.68,6.06,0.85,4.2,0.57,20.4,51.7,504.6,17.7835,94.4873,Red,Zaid,2023
SHC000887,Punjab,Patiala,Village_887,wheat,146.38,31.46,81.1,7.19,0.66,0.59,25.0,1.27,7.43,1.37,3.32,0.81,20.7,72.6,832.3,34.608,70.1807,Laterite,Zaid,2023
SHC000888,Haryana,Karnal,Village_888,chickpea,117.18,29.6,53.08,7.98,0.52,0.91,12.26,0.91,5.15,0.55,2.14,0.75,20.1,44.3,558.2,32.8566,94.5379,Alluvial,Kharif,2024
SHC000889,Haryana,Ambala,Village_889,lentil,50.38,10.0,22.81,6.45,0.59,0.71,10.5,0.88,5.98,0.31,1.99,0.28,21.6,74.6,524.3,32.4875,84.4251,Red,Zaid,2024
SHC000890,Haryana,Kurukshetra,Village_890,lentil,64.14,19.35,31.03,7.49,0.35,0.91,7.78,0.93,2.7,0.33,0.1,0.24,22.8,60.6,276.1,22.2775,91.1179,Alluvial,Rabi,2022
SHC000891,Uttar Pradesh,Meerut,Village_891,sugarcane,288.5,67.05,141.15,6.91,0.95,1.52,25.0,2.3,17.81,1.02,2.89,1.17,25.6,87.0,1072.9,27.4203,81.303,Black,Rabi,2022
SHC000892,Uttar Pradesh,Agra,Village_892,wheat,151.51,20.04,72.52,8.14,0.47,0.94,22.08,1.08,7.63,1.15,3.82,0.86,17.2,73.7,766.0,9.6828,78.9834,Alluvial,Rabi,2024
SHC000893,Uttar Pradesh,Muzaffarnagar,Village_893,groundnut,63.83,43.57,39.67,6.25,0.53,0.59,23.17,1.16,17.21,0.35,6.05,0.68,23.1,65.8,841.6,23.9708,85.7138,Alluvial,Rabi,2023
SHC000894,Maharashtra,Pune,Village_894,mustard,105.94,20.67,42.66,4.78,0.36,1.26,13.55,0.67,2.6,0.54,3.15,0.51,14.2,56.3,407.3,8.4097,95.6729,Alluvial,Zaid,2022
SHC000895,Maharashtra,Nagpur,Village_895,cotton,65.32,16.31,10.6,5.65,0.62,0.3,12.65,0.52,2.03,0.43,1.37,0.73,19.9,34.8,889.0,10.1125,84.1329,Black,Kharif,2024
SHC000896,Maharashtra,Aurangabad,Village_896,banana,236.25,24.26,322.27,6.32,0.66,1.85,25.0,1.07,10.1,1.2,2.66,1.57,27.7,92.0,1828.9,8.1087,73.7242,Alluvial,Zaid,2023
SHC000897,Gujarat,Ahmedabad,Village_897,chickpea,37.8,22.74,45.59,7.42,0.1,0.35,12.34,0.76,2.39,0.66,1.55,0.3,18.5,42.4,320.5,18.4587,86.1266,Black,Zaid,2022
SHC000898,Gujarat,Vadodara,Village_898,chickpea,70.57,32.79,33.16,5.69,0.11,0.68,7.81,1.14,2.96,0.6,1.03,0.21,10.3,47.9,316.2,9.4432,73.7091,Red,Rabi,2022
SHC000899,Gujarat,Rajkot,Village_899,wheat,144.62,29.78,94.39,6.39,0.33,0.99,9.86,1.02,2.35,0.47,3.38,0.4,17.8,67.4,484.2,32.9047,88.5635,Black,Kharif,2023
SHC000900,Rajasthan,Jaipur,Village_900,lentil,82.34,27.82,50.47,6.3,0.1,0.63,8.5,0.54,4.04,0.33,0.59,0.34,20.1,76.0,362.8,14.4182,89.7663,Alluvial,Zaid,2023
SHC000901,Rajasthan,Jodhpur,Village_901,banana,231.87,52.54,309.63,6.93,0.44,2.65,8.62,2.53,14.77,1.7,9.09,1.67,27.1,89.0,1701.4,11.0959,92.4312,Black,Kharif,2022
SHC000902,Rajasthan,Udaipur,Village_902,lentil,85.52,27.19,24.6,6.26,0.37,0.78,8.78,0.42,1.81,0.43,1.39,0.37,18.2,49.4,168.7,25.4534,90.0943,Laterite,Kharif,2022
SHC000903,West Bengal,Kolkata,Village_903,chickpea,34.09,10.0,26.03,6.33,0.13,0.52,10.97,0.34,2.18,0.44,1.38,0.19,20.4,45.2,403.2,21.538,75.8213,Laterite,Kharif,2024
SHC000904,West Bengal,Darjeeling,Village_904,banana,232.33,39.28,231.06,9.0,0.68,2.07,21.1,2.63,14.09,1.36,10.5,1.27,30.8,95.0,2288.5,32.8566,89.9109,Alluvial,Rabi,2024
